X,Y,Z
609.773,245.678,153.810
616.773,229.678,152.290
615.773,230.678,152.680
614.773,235.678,153.150
612.773,239.678,153.690
612.773,242.678,153.680
606.773,250.678,153.920
617.773,227.678,151.870
617.773,228.678,151.910
614.773,232.678,153.090
613.773,238.678,153.490
613.773,241.678,153.510
610.773,251.678,153.740
614.773,244.678,153.270
617.773,232.678,151.970
615.773,237.678,152.820
616.773,233.678,152.350
614.773,240.678,153.240
607.773,251.678,153.860
612.773,249.678,153.650
613.773,247.678,153.520
616.773,238.678,152.470
616.773,236.678,152.430
617.773,235.678,152.050
615.773,241.678,152.920
605.773,252.678,153.980
609.288,252.386,153.782
613.083,251.997,154.167
614.773,246.678,153.280
616.773,240.678,152.530
617.773,242.678,152.220
613.773,255.678,153.570
616.773,248.678,152.570
613.150,252.057,154.147
615.773,245.678,152.960
617.773,237.678,152.100
617.773,240.678,152.180
616.773,241.678,152.560
610.773,258.678,153.690
616.773,251.678,152.520
617.773,246.678,152.220
616.773,207.678,151.830
615.773,210.678,152.260
616.773,205.678,151.770
604.773,218.678,153.930
613.773,213.678,153.040
617.773,209.678,151.510
610.773,219.678,153.760
602.773,218.678,154.030
611.773,215.678,153.680
612.773,214.678,153.440
617.773,212.678,151.580
613.773,217.678,153.130
609.773,220.678,153.820
602.773,221.678,154.020
615.773,215.678,152.360
616.773,214.678,151.980
614.773,218.678,152.760
605.773,220.678,153.900
612.773,221.678,153.490
614.773,216.678,152.760
615.773,217.678,152.380
607.773,224.678,153.890
611.773,223.678,153.710
603.773,223.678,153.970
616.773,216.678,152.020
617.773,215.678,151.670
616.773,219.678,152.020
614.773,221.678,152.820
613.773,222.678,153.220
615.773,220.678,152.410
603.773,227.678,153.980
612.773,224.678,153.550
617.773,216.678,151.690
616.773,221.678,152.060
615.773,223.678,152.510
602.773,226.678,154.030
609.773,230.678,153.850
612.773,229.678,153.570
613.773,228.678,153.310
614.773,226.678,152.950
617.773,222.678,151.730
607.773,241.678,153.890
612.253,230.438,154.102
614.773,229.678,153.010
616.773,224.678,152.150
610.773,205.678,153.690
603.773,207.678,154.000
608.773,207.678,153.870
602.773,210.678,154.050
612.773,208.678,153.380
612.773,206.678,153.300
611.773,209.678,153.620
609.773,212.678,153.830
610.773,211.678,153.750
614.773,209.678,152.660
615.773,206.678,152.180
614.773,205.678,152.560
603.773,214.678,153.970
612.773,211.678,153.320
611.416,215.800,153.746
611.773,212.678,153.610
592.773,226.678,153.270
598.106,231.358,154.117
595.773,228.678,153.880
593.773,224.678,153.490
594.773,226.678,153.720
592.578,229.569,153.010
596.773,229.678,154.010
597.773,231.678,154.080
592.773,232.678,153.250
594.773,229.678,153.670
596.773,234.678,154.010
599.773,240.678,154.110
593.773,230.678,153.430
595.773,230.678,153.880
598.773,238.678,154.100
596.773,232.678,154.010
601.519,247.430,154.218
594.773,231.678,153.670
594.773,234.678,153.700
591.773,238.678,153.110
591.825,244.014,152.993
595.773,237.678,153.910
595.773,233.678,153.890
598.079,242.345,154.099
596.773,241.678,154.010
592.773,237.678,153.260
592.773,243.678,153.290
591.805,244.228,152.988
591.900,248.752,152.982
595.773,239.678,153.900
601.508,249.158,154.220
598.176,247.192,154.110
593.773,241.678,153.470
594.773,238.678,153.700
591.773,244.678,153.150
592.363,248.022,153.063
600.773,248.678,154.120
595.773,242.678,153.930
591.841,246.276,152.988
591.816,253.796,152.984
594.773,249.678,153.740
601.397,253.911,154.217
598.264,250.516,154.127
596.773,247.678,154.050
593.773,244.678,153.530
592.773,245.678,153.290
593.773,253.678,153.490
595.113,248.595,154.080
591.795,256.199,152.970
591.791,256.209,152.968
591.781,258.237,152.966
601.470,254.869,154.205
598.306,252.196,154.120
596.544,248.507,154.112
596.351,248.609,154.108
595.089,254.044,154.108
595.089,256.086,154.115
596.358,254.017,154.135
592.298,258.590,153.080
596.384,256.093,154.139
598.304,258.605,154.164
594.773,259.678,153.760
590.523,209.928,152.260
590.523,210.928,152.270
590.523,211.428,152.290
591.685,212.026,152.916
595.773,221.678,153.890
599.773,223.678,154.140
590.523,215.428,152.270
590.523,211.928,152.290
590.523,213.428,152.300
593.773,218.678,153.470
597.773,221.678,154.120
590.523,215.928,152.230
590.523,214.928,152.280
590.523,212.428,152.300
590.523,212.928,152.290
590.523,213.928,152.290
601.174,225.969,154.219
593.773,221.678,153.440
596.773,222.678,154.030
590.523,214.428,152.280
597.773,226.678,154.090
594.773,223.678,153.690
597.773,228.678,154.080
601.078,235.830,154.210
592.773,223.678,153.270
595.773,225.678,153.910
591.773,224.678,153.140
593.773,209.678,153.490
594.965,210.817,154.040
596.773,213.678,154.050
590.523,208.428,152.250
595.773,212.678,153.920
597.773,216.678,154.140
590.523,208.928,152.260
594.773,211.678,153.730
595.773,216.678,153.920
600.820,217.951,154.243
590.523,209.428,152.260
591.706,210.994,152.937
592.773,212.678,153.290
596.773,217.678,154.060
598.052,220.536,154.171
590.523,210.428,152.260
591.686,210.787,152.928
594.773,217.678,153.710
600.795,205.643,154.203
596.773,206.678,154.060
597.773,207.678,154.140
595.773,205.678,153.920
595.773,207.678,153.910
594.773,206.678,153.710
597.773,211.678,154.120
596.773,208.678,154.050
590.995,271.829,149.500
594.035,270.859,150.000
595.549,270.859,150.000
590.998,271.839,153.800
594.036,270.869,153.800
595.549,270.869,153.800
585.773,328.678,154.060
586.773,331.678,154.130
587.773,329.678,154.290
588.773,328.678,154.410
584.175,346.622,154.034
585.405,347.011,154.001
583.773,341.678,153.730
585.773,346.678,154.000
586.773,341.678,153.970
581.773,338.678,153.310
582.773,340.678,153.480
584.773,341.678,153.910
588.773,337.678,154.120
583.138,338.078,154.091
584.773,340.678,153.920
586.773,337.678,154.040
582.773,334.678,153.540
583.773,338.678,153.820
587.773,336.678,154.190
581.773,331.678,153.260
588.773,335.678,154.280
586.773,334.678,154.200
583.773,332.678,153.820
587.773,334.678,154.320
582.773,328.678,153.510
584.773,331.678,154.010
584.773,333.678,154.000
587.773,332.678,154.300
589.773,334.678,154.220
585.773,332.678,154.080
580.773,349.678,153.610
581.773,351.678,153.940
584.405,350.061,154.022
580.773,347.678,153.120
582.773,349.678,153.780
586.907,348.936,153.914
589.934,349.971,153.770
581.476,349.266,154.097
583.435,349.216,154.095
588.773,348.678,153.790
585.773,348.678,153.960
581.773,347.678,153.260
582.093,349.238,154.096
583.290,349.193,154.096
584.505,349.058,154.037
587.773,347.678,153.850
586.453,348.557,153.993
581.773,343.678,153.310
582.773,345.678,153.560
583.414,347.899,154.105
587.615,346.595,154.011
584.773,348.678,153.950
585.495,348.536,154.005
581.773,341.678,153.220
583.773,346.678,153.770
586.396,346.980,153.990
587.773,345.678,153.900
586.782,346.562,153.950
582.773,342.678,153.480
583.773,342.678,153.740
584.773,345.678,153.980
581.229,356.306,153.705
587.773,355.678,153.620
589.773,360.678,153.350
581.213,355.230,153.735
582.310,355.194,153.727
588.773,356.678,153.540
578.773,350.678,153.880
582.773,352.678,153.860
590.252,355.488,153.539
579.773,350.678,153.860
587.773,350.678,153.750
589.766,352.558,153.683
577.263,365.518,153.893
584.547,363.955,153.574
587.773,359.678,153.490
589.773,362.678,153.300
578.773,356.678,153.770
582.358,356.263,153.714
580.052,377.324,153.807
577.767,377.473,153.872
577.876,379.617,153.875
589.773,368.678,153.320
576.755,379.297,153.921
582.110,376.700,153.730
577.822,376.895,153.857
584.764,364.867,153.580
576.917,378.054,153.918
576.752,376.702,153.906
588.773,365.678,153.300
589.773,366.678,153.240
576.378,368.151,153.940
587.773,363.678,153.400
577.331,388.925,153.918
587.404,390.579,153.366
577.628,384.593,153.907
582.089,379.975,153.730
576.373,384.299,153.938
580.140,379.506,153.805
576.573,382.991,153.927
581.582,379.433,153.761
579.353,379.537,153.831
582.840,376.700,153.681
576.670,382.021,153.922
581.479,377.276,153.759
579.241,377.385,153.832
578.012,380.081,153.869
565.023,345.428,142.670
566.523,346.428,142.550
567.523,345.428,142.700
569.523,337.428,143.760
570.023,336.428,143.900
563.523,331.928,144.710
564.023,332.928,144.540
564.023,334.928,144.210
563.023,338.428,143.710
563.523,339.928,143.480
563.523,340.928,143.340
565.023,343.928,142.880
563.023,328.428,145.210
565.023,346.428,142.510
567.023,344.428,142.860
568.523,339.928,143.410
571.023,334.428,144.190
572.523,330.928,144.850
569.023,338.928,143.560
570.523,335.428,144.040
563.523,329.928,145.000
563.023,330.428,144.930
564.023,336.428,144.000
564.023,338.928,143.600
565.023,341.928,143.200
565.523,343.928,142.880
566.023,345.428,142.680
565.523,345.428,142.670
568.023,341.428,143.300
571.023,332.928,144.420
572.023,331.428,144.650
568.523,337.928,143.700
569.023,336.428,143.920
564.023,330.428,144.920
564.523,332.428,144.610
565.523,333.928,144.280
565.023,335.428,144.080
563.523,337.428,143.850
564.523,337.928,143.720
564.023,339.928,143.450
566.023,342.428,143.040
563.523,328.428,145.210
566.523,344.428,142.850
568.023,338.928,143.580
566.523,339.428,143.520
569.523,334.428,144.190
570.023,332.928,144.430
571.523,330.428,144.800
573.023,328.428,145.970
565.023,331.428,144.710
565.523,335.928,144.000
565.023,336.928,143.840
565.523,338.428,143.640
565.523,339.928,143.430
567.023,338.928,143.600
569.523,333.428,144.370
571.523,331.428,144.660
571.023,331.428,144.640
572.523,328.928,145.530
568.523,336.428,143.950
569.023,334.428,144.210
564.523,328.928,145.130
564.523,330.428,144.930
565.523,332.428,144.570
566.523,334.428,144.240
566.523,335.428,144.080
566.023,338.428,143.640
569.523,332.428,144.480
572.023,328.928,145.480
567.523,336.928,143.940
565.523,330.428,144.850
566.523,331.928,144.620
566.023,332.428,144.530
566.523,336.928,143.890
566.023,336.928,143.850
566.023,328.928,145.060
569.023,333.428,144.340
569.023,330.428,144.830
571.523,328.928,145.200
568.523,334.428,144.240
566.023,330.928,144.750
567.523,332.928,144.460
567.023,334.428,144.250
568.523,331.928,144.710
568.023,332.928,144.520
571.023,328.928,145.090
569.523,329.428,144.930
568.023,334.428,144.310
567.023,330.428,144.820
567.023,330.928,144.740
567.023,328.928,145.020
568.023,331.928,144.690
570.523,328.928,145.000
567.523,328.928,145.050
577.312,390.013,153.916
564.023,349.428,148.760
570.023,359.928,149.070
570.023,352.928,148.980
572.593,351.506,154.026
570.023,352.428,148.970
571.726,352.059,154.027
571.853,351.991,154.023
572.336,351.394,154.053
570.023,351.928,148.980
570.462,350.406,154.102
570.523,343.428,142.990
566.523,348.428,142.260
563.523,348.428,142.260
568.523,348.928,146.670
570.023,349.928,148.980
569.523,344.428,142.880
563.023,344.928,142.740
567.023,348.428,142.220
565.023,348.428,142.230
570.023,351.428,148.970
564.523,348.428,142.220
568.523,347.428,142.440
570.023,350.428,148.980
569.523,343.428,142.950
571.023,339.928,143.390
563.523,343.928,142.890
564.023,346.428,142.510
567.023,347.428,142.410
565.523,347.428,142.380
570.023,350.928,148.980
568.023,347.428,142.430
570.023,341.928,143.100
569.023,344.428,142.850
571.023,336.928,143.820
563.023,334.428,144.310
564.023,344.928,142.750
564.523,346.428,142.510
568.023,345.428,142.700
569.023,341.928,143.090
567.523,343.928,142.930
572.023,333.428,144.350
570.523,339.928,143.380
571.523,336.428,143.910
563.023,332.928,144.540
563.023,335.928,144.070
563.023,340.928,143.350
564.023,342.928,142.990
564.523,343.928,142.860
565.023,366.928,149.100
570.023,364.428,149.100
570.023,365.428,149.100
564.523,366.928,149.100
563.023,358.428,149.040
570.023,362.428,149.090
570.918,360.212,154.072
570.023,364.928,149.110
564.023,366.928,149.100
573.357,356.806,154.007
563.523,366.928,149.110
570.023,361.928,149.080
571.946,356.868,154.023
573.286,355.555,154.005
563.023,366.928,149.110
570.023,361.428,149.080
570.023,358.428,149.080
572.250,356.334,154.031
570.023,360.928,149.080
570.023,358.928,149.050
570.697,355.270,154.096
571.866,355.572,154.024
574.053,350.565,154.037
568.023,357.428,148.990
570.023,360.428,149.080
570.023,359.428,149.080
572.126,352.419,154.030
572.892,351.947,154.026
575.884,349.501,154.090
573.448,379.336,154.032
574.034,380.331,154.106
574.093,377.731,153.987
566.523,366.928,149.090
574.017,378.737,153.993
575.572,379.160,153.944
566.023,366.928,149.120
571.275,367.989,154.077
575.611,378.940,153.950
570.023,363.428,149.100
570.023,366.428,149.100
565.523,366.928,149.110
570.023,363.928,149.100
570.023,362.928,149.090
570.023,365.928,149.110
572.324,365.796,154.014
574.893,384.388,153.980
573.224,386.425,154.039
572.958,381.517,154.098
574.920,384.141,153.976
573.321,382.621,154.020
573.427,381.690,154.003
574.087,381.441,154.097
575.048,387.857,153.985
572.701,386.998,154.041
573.676,387.677,154.011
576.277,388.896,153.944
573.245,384.196,154.024
575.157,386.894,153.995
573.157,385.464,154.037
573.219,386.963,154.024
573.788,386.732,154.019
576.226,385.817,153.946
575.019,410.478,153.986
572.764,391.347,154.054
575.536,409.888,153.974
575.568,410.458,153.972
575.339,391.632,153.994
572.264,390.507,154.084
576.268,390.016,153.944
573.262,414.012,154.061
573.479,414.904,154.037
573.761,414.881,154.037
574.746,410.153,153.998
576.209,413.884,153.993
582.773,322.678,153.610
582.974,322.762,154.054
585.773,322.678,154.080
581.773,326.678,153.200
583.773,326.678,153.830
584.773,327.678,154.020
580.773,324.678,153.000
582.773,324.678,153.560
585.773,326.678,154.070
588.773,326.678,154.460
581.773,323.678,153.260
584.773,323.678,154.030
586.773,326.678,154.190
587.773,327.678,154.400
587.773,323.678,154.370
583.773,322.678,153.890
568.523,322.928,146.160
569.523,326.928,145.360
570.523,324.428,146.220
569.523,323.428,146.390
569.023,325.428,145.750
570.523,322.428,146.820
569.523,324.428,146.070
570.023,323.428,146.420
563.523,327.428,145.340
564.023,322.928,145.980
564.523,325.428,145.640
564.523,326.928,145.420
563.523,323.928,145.840
564.023,327.928,145.270
564.523,322.928,145.970
565.023,324.428,145.770
565.523,325.928,145.500
565.023,327.928,145.270
572.523,326.428,146.460
566.523,326.928,145.330
565.523,323.428,145.870
572.523,327.928,145.920
566.023,324.428,145.720
566.023,325.928,145.490
567.023,327.928,145.160
572.023,326.928,146.130
571.523,325.928,146.160
566.523,324.928,145.630
567.023,325.928,145.470
567.523,326.928,145.330
567.023,323.428,145.980
572.023,327.928,145.750
573.023,324.428,147.090
568.023,327.928,145.190
571.523,327.928,145.550
571.023,326.928,145.560
571.023,324.928,146.270
568.023,323.928,145.940
568.023,325.428,145.610
569.023,326.928,145.410
567.523,322.428,146.400
570.023,327.928,145.130
568.523,327.928,145.210
571.523,323.428,146.870
570.523,325.928,145.710
563.023,325.928,145.570
563.023,323.928,145.850
576.377,391.091,151.450
585.203,390.886,151.450
576.670,413.426,151.450
577.502,439.581,151.450
584.856,438.997,151.450
585.115,438.194,151.450
585.617,437.037,151.450
586.635,434.966,151.450
587.595,426.688,151.450
587.771,432.536,151.450
588.756,430.313,151.450
589.830,427.751,151.450
588.512,423.944,151.450
589.558,425.948,151.450
589.218,424.476,151.450
588.951,423.539,151.450
588.835,422.837,151.450
588.584,422.343,151.450
587.417,420.779,151.450
580.763,349.668,142.000
568.523,348.918,142.000
610.773,336.678,153.320
612.773,338.678,153.100
590.773,333.678,154.080
591.773,329.678,154.030
610.773,331.678,153.570
613.773,335.678,153.190
590.697,329.222,154.084
610.773,329.678,153.630
612.773,333.678,153.390
617.773,334.678,152.990
612.773,330.678,153.510
615.773,330.678,153.280
617.773,329.678,153.090
591.316,342.298,153.869
593.773,343.678,153.750
604.773,345.678,153.360
610.773,347.678,153.050
613.773,356.678,152.740
615.773,355.678,152.680
599.773,344.678,153.590
602.773,344.678,153.480
606.773,346.678,153.230
611.773,348.678,152.980
614.773,351.678,152.740
617.773,355.678,152.590
591.773,338.678,153.860
599.773,338.678,153.700
606.773,343.678,153.300
608.773,345.678,153.160
613.773,346.678,152.900
595.313,337.640,153.837
603.773,340.678,153.490
605.773,341.678,153.370
609.773,345.678,153.120
590.773,337.678,153.950
592.412,336.130,153.898
595.773,334.678,153.850
605.773,336.678,153.600
610.773,342.678,153.130
591.773,336.678,153.890
607.773,337.678,153.440
599.773,333.678,153.790
608.773,338.678,153.310
614.773,342.678,152.930
591.773,333.678,153.950
591.773,335.678,153.910
597.773,328.678,153.890
605.773,334.678,153.700
610.773,338.678,153.200
612.773,341.678,153.050
592.773,331.678,153.890
609.773,336.678,153.390
593.440,330.185,153.905
602.773,329.678,153.870
604.773,332.678,153.800
615.773,340.678,152.920
617.773,341.678,152.850
590.773,334.678,154.060
590.773,330.678,154.150
603.773,330.678,153.850
608.773,329.678,153.730
610.773,334.678,153.460
605.773,365.678,152.780
611.773,367.678,152.470
614.773,373.678,152.190
593.773,354.678,153.420
595.773,354.678,153.300
599.490,360.922,153.063
617.773,389.678,151.720
607.773,359.678,152.860
608.773,363.678,152.720
614.773,368.678,152.340
616.773,376.678,152.060
592.773,351.678,153.580
599.773,356.678,153.150
611.773,361.678,152.650
616.773,362.678,152.410
616.773,369.678,152.230
594.773,351.678,153.470
596.773,351.678,153.410
615.773,368.678,152.310
593.773,347.678,153.640
602.773,351.678,153.230
613.773,358.678,152.660
593.773,345.678,153.690
599.430,347.932,153.619
608.773,353.678,153.000
609.773,355.678,152.910
617.773,358.678,152.470
594.996,345.897,153.659
605.773,349.678,153.180
611.773,355.678,152.840
614.773,357.678,152.650
614.134,393.011,151.704
615.720,395.406,151.507
615.773,395.678,151.610
617.773,398.678,151.420
617.773,400.678,151.530
604.534,372.246,152.523
604.773,378.678,152.260
605.773,379.678,152.210
593.974,362.032,153.183
597.773,366.678,152.840
601.773,368.678,152.690
610.773,383.678,151.950
614.773,386.678,151.860
615.773,390.678,151.650
614.133,392.995,151.603
614.773,393.678,151.650
617.773,395.678,151.440
617.707,400.278,151.625
607.773,374.678,152.400
594.773,358.678,153.240
597.773,360.678,153.060
596.799,364.403,153.011
599.742,367.042,152.837
608.773,379.678,152.180
614.252,384.653,151.931
616.773,394.678,151.500
604.020,367.351,152.720
609.738,373.409,152.395
598.773,364.678,152.900
602.773,365.678,152.790
612.773,382.678,152.010
617.773,382.678,151.920
616.773,389.678,151.720
616.773,392.678,151.560
617.773,391.678,151.620
609.773,367.678,152.560
612.773,374.678,152.260
591.773,354.678,153.500
596.773,358.678,153.160
613.773,378.678,152.110
616.773,387.678,151.810
604.773,383.678,152.500
607.773,384.678,152.120
607.858,385.613,152.238
608.773,387.678,152.210
610.773,390.678,152.090
612.773,395.678,152.180
614.773,396.678,151.860
615.773,397.678,151.720
615.773,401.678,152.050
617.773,406.678,152.130
604.773,382.678,152.450
601.773,375.678,152.460
590.773,363.678,153.220
590.773,365.678,153.160
591.773,367.678,153.120
595.773,369.678,152.840
595.769,370.260,152.737
596.773,370.678,152.770
606.773,382.678,152.180
610.773,387.678,151.920
610.773,389.678,152.020
611.773,391.678,151.990
612.773,393.678,151.990
613.773,394.678,151.880
615.773,398.678,151.780
616.773,401.678,151.840
616.773,399.678,151.640
602.773,373.678,152.480
603.773,378.678,152.350
603.773,376.678,152.330
603.773,380.678,152.460
605.773,381.678,152.260
591.773,366.678,153.090
592.802,368.245,152.992
592.795,368.226,153.004
594.773,368.678,152.910
597.773,369.678,152.710
599.773,370.678,152.640
608.773,383.678,152.010
608.631,385.076,152.073
608.773,385.678,152.040
609.773,386.678,151.980
610.840,389.706,152.069
612.773,390.678,151.770
612.773,392.678,151.900
614.986,396.041,151.808
616.773,396.678,151.510
617.045,397.492,151.419
617.773,402.678,151.740
600.773,370.678,152.640
593.773,361.678,153.160
594.773,363.678,153.060
593.773,366.678,152.970
594.098,368.707,152.897
597.773,368.678,152.750
607.773,381.678,152.100
608.654,385.031,151.974
610.773,385.678,151.890
613.773,391.678,151.700
615.773,422.678,152.510
601.773,383.678,152.840
597.773,376.678,152.960
598.773,379.678,153.010
600.773,381.678,152.870
596.773,375.678,153.030
603.773,385.678,152.730
606.773,387.678,152.520
607.773,390.678,152.650
608.773,392.678,152.630
609.773,393.678,152.530
611.773,397.678,152.500
613.773,403.678,152.420
614.773,405.678,152.370
615.773,408.678,152.370
616.773,410.678,152.310
617.773,411.678,152.240
616.773,421.678,152.440
617.773,422.678,152.380
602.773,384.678,152.800
599.773,376.678,152.720
599.773,378.678,152.860
600.773,382.678,152.890
590.773,368.678,153.250
597.773,374.678,152.850
605.773,385.678,152.480
606.773,386.678,152.420
607.719,388.235,152.382
610.773,395.678,152.490
611.773,396.678,152.430
613.773,397.678,152.160
613.796,399.785,152.167
614.773,400.678,152.170
617.773,414.678,152.270
617.773,418.678,152.360
603.773,383.678,152.640
598.773,375.678,152.780
600.773,379.678,152.800
602.773,382.678,152.710
594.773,370.678,153.000
595.773,371.678,152.930
605.773,384.678,152.410
608.773,388.678,152.310
609.773,391.678,152.400
610.773,392.678,152.290
611.773,394.678,152.280
612.773,396.678,152.280
614.773,398.678,152.010
613.773,399.678,152.310
615.820,401.964,152.208
615.773,403.678,152.210
616.773,405.678,152.210
617.773,409.678,152.220
616.773,416.678,152.410
600.773,374.678,152.530
601.773,377.678,152.530
601.773,378.678,152.590
602.773,379.678,152.520
603.773,381.678,152.520
591.281,368.286,153.162
593.773,369.678,153.050
597.773,371.678,152.700
599.773,373.678,152.580
593.377,397.391,152.923
604.773,402.678,152.930
607.773,410.678,152.840
605.773,413.678,152.980
610.773,429.678,152.820
607.773,419.678,152.870
603.773,396.678,152.940
607.773,407.678,152.800
608.773,409.678,152.760
606.773,412.678,152.910
605.773,417.678,153.000
610.773,426.678,152.800
611.773,430.678,152.760
611.773,435.678,152.780
615.773,437.678,152.620
593.391,392.925,152.973
605.773,397.678,152.830
607.773,402.678,152.720
610.773,412.678,152.650
607.773,414.678,152.830
606.773,416.678,152.920
611.773,428.678,152.770
612.773,431.678,152.720
611.773,423.678,152.730
596.773,381.678,153.160
603.773,392.678,152.860
604.773,395.678,152.860
611.773,405.678,152.580
609.773,408.678,152.700
612.773,410.678,152.570
607.773,415.678,152.830
613.773,428.678,152.680
614.773,430.678,152.650
615.773,433.678,152.640
609.773,416.678,152.740
612.773,421.678,152.670
612.773,424.678,152.700
591.773,390.678,153.420
595.773,377.678,153.160
601.773,386.678,152.920
606.773,396.678,152.780
608.773,401.678,152.670
610.773,402.678,152.600
610.773,407.678,152.650
612.773,413.678,152.580
609.773,415.678,152.720
614.773,426.678,152.590
616.773,436.678,152.570
611.773,417.678,152.680
613.773,422.678,152.640
597.773,380.678,153.100
598.773,383.678,153.040
604.773,389.678,152.780
605.773,392.678,152.800
607.773,393.678,152.740
612.773,404.678,152.500
613.773,406.678,152.450
611.773,415.678,152.640
615.773,411.678,152.410
617.773,428.678,152.390
616.773,431.678,152.540
617.773,435.678,152.490
614.773,420.678,152.540
616.773,424.678,152.440
597.773,378.678,153.050
599.773,382.678,152.970
595.773,374.678,153.080
604.773,386.678,152.670
609.773,396.678,152.610
612.773,398.678,152.430
611.773,402.678,152.560
613.773,409.678,152.510
614.773,415.678,152.490
616.773,412.678,152.330
616.773,425.678,152.440
612.773,416.678,152.610
615.773,418.678,152.480
596.942,405.385,152.937
592.472,401.260,152.902
604.773,411.678,153.010
598.718,425.877,153.151
592.608,401.024,152.917
605.773,409.678,152.950
604.773,418.678,153.060
610.773,434.678,152.840
610.773,439.678,152.830
609.773,325.678,153.680
611.773,324.678,153.570
614.503,327.351,153.505
615.773,323.678,153.370
614.773,325.678,153.470
615.773,327.678,153.380
617.773,324.678,153.160
616.773,325.678,153.270
617.773,326.678,153.140
592.773,325.678,153.960
600.773,325.678,153.960
591.773,326.678,154.070
595.773,322.678,153.900
590.773,325.678,154.260
592.773,323.678,154.010
590.598,393.276,153.140
595.974,403.440,152.933
596.312,404.751,152.934
590.644,394.274,153.126
596.330,404.820,152.932
590.809,397.854,152.444
596.588,405.821,152.885
594.470,402.897,152.926
596.602,405.876,152.886
594.102,402.765,152.915
597.022,407.501,152.810
590.930,400.482,152.571
597.003,410.024,152.652
592.204,402.079,152.831
596.972,411.751,152.543
590.941,400.724,152.591
596.937,413.191,152.451
590.983,401.638,152.584
596.903,414.277,152.382
596.887,414.722,152.353
596.855,415.620,152.357
596.788,417.177,152.362
596.732,418.298,152.365
596.727,418.397,152.366
596.688,419.123,152.423
596.622,419.907,152.482
596.487,421.199,152.578
596.344,422.351,152.661
596.144,423.732,152.759
596.106,423.955,152.774
595.858,425.415,152.838
595.551,426.979,152.902
595.303,428.108,152.946
595.006,429.347,152.992
593.588,440.003,152.935
593.672,437.445,152.915
594.605,430.858,153.043
593.676,437.351,152.914
593.696,436.842,152.910
594.542,431.096,153.038
593.720,436.256,152.911
593.736,435.979,152.912
594.274,432.158,153.011
593.789,435.083,152.935
593.923,433.935,152.965
594.066,433.077,152.988
518.236,553.208,150.272
518.236,552.564,150.253
518.236,551.783,150.260
518.236,539.974,147.517
518.236,539.431,147.549
518.236,537.261,147.468
518.236,525.261,151.027
518.236,523.830,151.027
518.236,519.654,151.033
518.236,518.223,151.083
518.236,515.361,151.104
518.236,515.225,151.104
518.236,510.932,151.190
518.236,507.865,151.201
518.236,506.445,151.265
518.236,505.025,151.251
518.236,488.811,148.245
518.236,484.065,147.761
518.236,481.700,147.661
518.236,475.672,149.661
518.236,469.560,147.691
518.236,468.178,147.688
518.236,467.625,147.423
518.236,467.072,147.669
518.236,466.796,147.583
518.236,444.279,151.136
518.236,440.968,151.151
518.236,557.378,150.092
518.236,556.754,150.227
518.236,556.232,150.320
518.236,555.648,150.285
518.236,555.437,150.285
518.236,555.226,150.284
518.236,555.155,150.291
518.236,555.014,150.296
518.236,554.944,150.299
532.359,475.170,146.705
525.671,474.863,146.744
532.854,475.154,146.698
519.555,557.070,150.305
519.483,556.176,150.319
521.471,556.063,150.318
521.492,556.998,150.310
558.653,472.402,144.115
560.611,478.801,153.967
560.242,472.331,153.986
562.205,494.349,154.014
545.470,472.898,143.127
561.002,552.384,144.096
562.746,494.305,154.039
561.108,490.483,153.970
562.715,493.772,154.036
561.647,553.480,154.125
546.520,472.851,143.128
549.083,473.281,143.139
562.038,552.332,144.115
549.053,472.589,143.139
559.992,479.700,153.946
560.048,466.016,153.967
548.183,473.033,143.122
557.608,472.449,144.084
562.775,487.620,154.057
549.040,472.976,143.136
560.073,466.486,153.968
560.582,478.269,153.972
538.942,553.367,144.631
562.086,529.235,153.958
562.162,514.564,153.983
562.146,514.086,153.981
560.971,503.428,153.945
536.762,555.912,147.518
561.678,503.396,153.973
538.203,555.561,146.703
562.803,529.025,153.982
562.753,528.607,154.010
561.667,502.835,153.982
561.104,491.020,153.976
560.717,552.462,144.593
562.629,454.104,154.085
562.476,456.569,154.083
561.958,457.140,154.060
562.480,457.103,154.079
559.019,441.348,153.977
558.965,455.035,153.946
560.145,445.129,154.025
560.638,444.560,154.043
559.551,454.372,154.010
562.382,454.034,154.075
561.491,456.903,154.052
560.690,445.104,154.043
518.236,673.910,144.830
518.236,673.215,144.883
518.236,672.289,144.869
518.236,671.215,144.853
518.236,670.678,144.842
518.236,670.141,144.848
518.236,669.215,144.876
518.236,668.678,144.892
518.236,668.141,144.886
518.236,667.678,144.896
518.236,667.215,144.900
518.236,666.141,144.927
518.236,665.678,144.936
518.236,664.141,144.990
518.236,663.832,144.992
518.236,662.752,145.029
518.236,661.410,145.072
518.236,660.678,145.102
518.236,659.215,145.124
518.236,658.499,145.139
518.236,657.604,145.121
518.236,656.910,145.112
518.236,655.752,145.033
518.236,654.141,144.955
518.236,652.678,144.918
518.236,652.320,144.915
518.236,650.530,144.913
518.236,648.678,144.912
518.236,647.752,144.904
518.236,645.190,144.878
518.236,644.678,144.881
518.236,643.752,144.851
518.236,643.036,144.822
518.236,642.141,144.815
518.236,640.530,144.792
518.236,638.524,144.770
518.236,637.752,144.759
518.236,636.678,144.756
518.236,636.141,144.747
518.236,633.456,144.732
518.236,631.025,144.714
518.236,630.863,144.716
